,bact_name,4-hydroxystyrene,p-hydroxyphenylacetate,phenyllactate,azelate,sebacate,myristic acid,dodecanedioic acid,palmitic acid,tetradecanedioate,stearic acid,hexadecanedioic acid,eicosapentaenoic acid,arachidonic acid,eicosatrienoic acid,eicosenoate,12.13-diHOME,docosahexaenoic acid,carnosol,docosapentaenoic acid,adrenic acid,palmitoylethanolamide,nervonic acid,docosapentaenoic acid ,lithocholic acid,chenodeoxycholate,deoxycholic acid,7-ketodeoxycholate,alpha-muricholate,cholate,glycolithocholic acid,glycodeoxycholic acid,oleanolic acid,maslinic acid,taurolithocholic acid,taurochenodesoxycholic acid,taurodeoxycholic acid,urobilin,sphingosine,cholesterol,cholestenone,beta-sitosterol,propionate,alanine,oxalate,lactate,2-aminobutyric acid,malonate,alpha-hydroxybutyrate,serine,uracil,proline,alpha-ketoisovalerate,caproic acid,valine,succite,threonine,4-hydroxybenzaldehyde,nicotinate,4-methylcatechol,taurine,thymine,acetylalanine,leucine,aspartate,malate,adenine,hypoxanthine,phenylacetate,salicylate,4-nitrophenol,caprylic acid,alpha-ketoglutarate,2-hydroxyglutarate,methionine,tartarate,xylose,hydrocinnamic acid,guanine,xanthine,ribitol,histidine,orotate,imidazolelactate,fucose,phenylalanine,L-phenyllactic acid,urate,shikimate,suberate,arginine,citrulline,ascorbate,tyrosine,homovanillate,sorbitol,4-pyridoxate,azelaic acid,N-acetylglutamate,citrate,glucurote,tryptophan,1-3-7-trimethylurate,pantothete,cystine,pentadecanoate,pseudouridine,deoxyinosine,inosine,lactose,lithocholate,glycocholate,putrescine,beta-alanine,choline,cytosine,histamine,creatinine,N-acetylputrescine,betaine,nicotinic acid,pyroglutamic acid,pipecolic acid,hydroxyproline,creatine,isoleucine,asparagine,ornithine,1-methylnicotinamide,trigonelline,2-hydroxyphenethylamine,urocanic acid,imidazole propionate,4-guanidinobutanoic acid,butyrobetaine,acetylcholine,glutamine,lysine,glutamate,triethanolamine,pyridoxamine,carnitine,methionine sulfoxide,1-methylguanine,7-methylguanine,3-methylxanthine,3-methylhistidine,dimethyllysine,N-acetylspermidine,trimethyllysine,kynurenic acid,N-acetylglutamic acid,N-acetylhistidine,5-acetylamino-6-amino-3-methyluracil,ADMA,pantothenate,carnosine,anserine,2-deoxyadenosine,thiamine,atenolol,diacetylspermine,sphinganine,phytosphingosine,bilirubin,urobilin*
84,Eubacterium_hallii,0.031825412,-0.010836316,0.04163214,0.053767398,0.053085122,-0.04910008,0.019092418,-0.05191691,-0.054460306,-0.049492158,-0.02516165,-0.064257644,-0.073595196,-0.061630707,-0.033849414,-0.019046877,-0.062825054,0.038983162,-0.06424627,-0.06613266,-0.025439061,-0.043185648,-0.058265716,0.061407804,-0.061008915,0.054441594,0.07253242,-0.0367329,-0.07286062,0.049519792,0.039396748,0.039033063,0.039603177,0.0011241559,-0.05789772,0.020905605,0.06971602,-0.050526768,-0.03496465,0.06006462,-0.012064751,0.04201293,-0.011673433,-0.023159076,-0.06935119,-0.011876363,-0.049975086,-0.056693844,0.005005097,0.02910183,-0.0077834385,0.031120112,0.040869683,-0.0089124525,-0.050962273,-0.00023503762,0.0146783665,0.04931247,0.033917416,-0.04250881,0.034318607,-0.030475307,-0.013277036,-0.0065443907,0.0077502783,-0.01600625,0.02659972,0.048721556,-0.035896555,-0.019065896,0.01664525,0.0146968905,-0.0127618015,0.011368841,-0.064028285,0.022543762,0.049264204,0.035719007,0.030947516,-0.039401885,-0.057969805,0.024835423,-0.057325058,-0.052265834,-0.0183079,-0.0046651815,-0.002465016,-0.0077142688,0.058608957,-0.05374639,0.023895232,0.050289564,0.0032111732,-0.0047942665,-0.053342976,0.024872005,0.05863004,0.015319851,-0.0661372,0.04780025,-0.025909415,0.013024628,-0.010928162,-0.050355423,0.02640167,0.030992795,0.035357703,0.021032233,-0.027055832,0.071562834,-0.061361626,-0.01920651,-0.007922238,-0.053904686,-0.004666392,-0.007937502,-0.05662956,-0.030048257,-0.06384991,0.041905392,-0.032884374,0.042068128,-0.07397429,-0.0807755,0.0015533939,0.002581183,-0.0312837,-0.033927687,-0.016787639,-0.06263885,0.03454037,-0.0026710557,-0.00092603645,-0.0030500623,0.052810367,-0.003830142,0.0011872475,0.0086819455,-0.03620894,0.080681704,-0.0720905,-0.05341123,-0.02122556,-0.0012636934,0.009844079,-0.025570529,-0.03995522,-0.0060736877,-0.04574976,-0.034235653,0.017449152,-0.0021895806,0.03577952,-0.058293346,0.041985683,-0.06528746,-0.036585096,0.01554728,0.039944943,-0.019625623,-0.039536763,0.023043217,-0.043968588,-0.054127183,0.06314425
85,Eubacterium_ramulus,0.008741778,-0.0134854885,0.015267154,-0.0042420845,0.0006399282,-0.0008887242,-0.003705408,0.020515345,-0.028655179,0.018738387,-0.025884358,-0.02341445,-0.03546082,-0.027797122,0.023705374,-0.006025767,-0.02801194,0.02740999,-0.024619171,-0.033938065,0.0025136052,0.017140632,-0.021755083,0.02317918,-0.016977567,0.023796791,0.01759465,0.0042894366,-0.021119962,-0.0073868795,0.008185186,0.020337299,0.018635215,2.7671771e-05,-0.017479097,0.013795166,0.023528542,-0.007522344,-0.033016134,0.013348337,-0.017963143,0.009332696,-0.048145432,-0.024326665,-0.040884428,-0.037964568,-0.017161077,-0.0403839,-0.035118353,-0.020375883,-0.04562347,-0.03500662,0.017781464,-0.043259546,-0.025574667,-0.03862162,-0.04047671,0.022906834,0.04112206,-0.030451618,-0.030685682,-0.04145057,-0.0443856,-0.0322487,-0.026217727,0.006533971,-0.010640867,0.027427321,-0.003652992,-0.002683692,0.012408729,-0.03870557,-0.018921621,-0.024623796,-0.0070745363,-0.013240545,0.018265186,0.024962235,-0.017503275,-0.031924188,-0.023602733,-0.023063479,-0.018153809,-0.019445086,-0.043508396,-0.043905195,-0.03299399,-0.016522767,-0.0032479195,-0.017824844,-0.028922755,0.0023249686,-0.035164274,-0.030877786,-0.02706181,-0.013627104,0.0037924892,-0.0048872996,0.0056259604,0.026271775,-0.0452103,0.020424794,0.00684756,-0.0491979,0.010377523,-0.023615062,-0.02393634,0.006720503,-0.019374449,0.029170744,-0.01675651,-0.022176353,-0.012467788,-0.025686707,0.010751593,-0.026021754,-0.027392216,-0.014876166,-0.027020227,0.024899967,-0.033271275,0.012840321,-0.007851606,-0.026466154,-0.04123018,-0.034587428,-0.037977077,-0.0053225784,-0.0017592139,-0.020043133,-0.021493284,0.000642896,-0.012899864,-0.0027366034,0.0170297,-0.036625013,-0.04095421,-0.0298738,-0.006887509,0.025515914,-0.042146597,-0.031439707,-0.01134109,-0.02110252,-0.009794913,-0.022910204,-0.03441154,-0.010325477,-0.034666203,0.0021456527,0.010031137,-0.03794065,0.009830178,-0.030261084,0.018287083,-0.00076818245,-0.015868783,-0.012342823,0.013486292,-0.0020580722,-0.007560649,0.014282418,-0.00553953,-0.018748073,0.021193855
86,Eubacterium_rectale,0.058210447,-0.015208876,0.06232936,-0.009437426,0.0031578315,-0.034852255,-0.019283896,-0.02615753,-0.05832968,-0.024756568,-0.033204567,-0.03376699,-0.040830493,-0.02376759,-0.016970642,0.005993264,-0.028807469,0.031223558,-0.023216436,-0.026064526,0.0033413267,-0.01860773,-0.020496404,0.042132664,-0.01352148,0.0473464,0.032316197,0.017240113,-0.03122381,0.009150301,0.020817887,0.013914756,0.01771334,0.007684713,-0.044149984,0.023522453,0.025582876,-0.025663735,-0.009109206,0.006996597,0.005402853,0.028604066,-0.039903253,-0.028541153,-0.05614666,-0.030027937,-0.02609075,-0.04715105,-0.02675731,-0.010595206,-0.045428857,-0.020663822,0.005615024,-0.038543444,-0.033381872,-0.033152837,-0.023762833,0.036247615,0.027500337,-0.019879995,-0.0212601,-0.045346223,-0.041042086,-0.027840326,-0.028984724,-0.00792944,-0.0030170772,0.020253187,-0.0039533507,0.028785074,-0.012724765,-0.030823126,-0.017407132,-0.016408015,-0.035128627,-0.01799466,0.021282792,0.045929383,-0.004685466,-0.048631907,-0.02974715,-0.03110103,-0.031033823,-0.025503302,-0.040226612,-0.032507464,-0.032865703,-0.035747156,0.0028538555,-0.020396002,-0.00913099,0.02142003,-0.021300787,-0.036897868,-0.047656275,0.003577353,-0.0028792948,-0.031556785,-0.016857354,0.034928635,-0.047075912,-0.015064472,0.0023194598,-0.055620737,0.00795538,-0.018473882,-0.0147669995,0.0056567164,-0.0196888,0.054726124,-0.040858936,-0.016660208,0.0007073771,-0.042046994,0.00576417,-0.013801122,-0.039161216,0.0029069835,-0.04049346,0.039389826,-0.037481863,0.028867029,-0.039632384,-0.049167257,-0.035347737,-0.02359747,-0.035997998,-0.022680013,-0.007514798,-0.042683054,-0.008092789,0.03273135,0.0013494738,0.012704893,0.020278268,-0.03384278,-0.03098849,-0.032209083,-0.0175029,0.046282247,-0.058548518,-0.039583106,-0.040292773,0.00723215,0.018085845,-0.005188646,-0.023649838,0.005422799,-0.04310055,-0.011652631,-0.020937936,-0.02142889,0.0040984615,-0.0408941,0.033467058,-0.0108551765,-0.0017261138,-0.015407853,0.01564082,0.018041963,0.006896591,0.009215558,-0.0075857197,-0.008993382,0.018724095
87,Eubacterium_siraeum,-0.032951783,-0.039416835,-0.02037951,0.02710831,0.019687932,0.019065024,0.035198737,0.036131825,0.008472318,0.051462498,0.02298197,-0.02154768,-0.019938309,-0.040983845,0.029674,-0.02671595,-0.025909476,0.028026145,-0.037718844,-0.037126433,-0.040707313,0.03557142,-0.03793453,0.012254444,-0.038400244,0.010273681,0.026835108,-0.03203541,-0.031010149,-0.02308918,-0.004019746,0.020968035,0.013221307,-0.024172002,-0.011335653,-0.019464971,0.044503763,-0.018548178,-0.04246393,0.032697648,-0.027535165,-0.030248815,-0.04321921,-0.052348882,-0.017078597,-0.04651109,-0.017726816,-0.026032204,-0.040930595,-0.031248134,-0.036641773,-0.035246097,0.018701479,-0.047211703,-0.02305099,-0.042493653,-0.01695568,-0.004936578,0.03044278,-0.043201953,-0.040494367,-0.03674292,-0.043776616,-0.030310772,-0.03883113,0.031506818,-0.021509955,0.0042955745,-0.018442158,-0.01342674,0.023149064,-0.047561623,0.0038443475,-0.03162798,0.018993491,-0.015471497,0.017052192,0.027457444,-0.032340642,-0.0047211447,-0.018083356,-0.031256784,-0.012091116,-0.016139721,-0.04473135,-0.04656686,-0.003243174,0.010869212,0.014249359,-0.009409208,-0.040819794,-0.008529376,-0.042807512,-0.033028677,-0.012903761,-0.034725778,0.029358836,0.019840078,0.033556443,-0.0010564575,-0.04580239,0.031915024,0.0016871017,-0.03943957,0.03190408,-0.028085178,-0.025708377,-0.00868028,-0.031526968,0.009907655,-0.0179631,-0.053407665,-0.03809656,-0.01892682,-0.0046994155,-0.05190376,-0.024956964,-0.052291818,-0.0026056177,-0.00205447,-0.024618667,-0.003723174,0.015878057,-0.011591523,-0.044107214,-0.036472473,-0.017877942,-0.01910835,-0.029306848,-0.0250723,-0.030165918,-0.021864688,-0.044726204,-0.0289055,0.009157943,-0.039824,-0.04100004,-0.021810401,0.018011011,0.00042321338,-0.014559277,-0.0027514868,-0.0045406437,-0.049926296,-0.044847954,-0.01622064,-0.048024993,-0.051690817,-0.030066995,-0.000462868,0.03698676,-0.035264537,0.017778901,-0.03754405,-0.01049221,0.037774846,0.0023576396,-0.024176298,0.0009060221,-0.03003049,-0.039709672,-0.009751985,-0.040137336,-0.0050390717,0.046963945
88,Eubacterium_sp_3_1_31,0.006911657,0.008103611,0.004747001,-0.0049791574,-0.003195867,-0.0070746853,-0.003434114,-0.008162524,0.008278148,-0.00954,-0.0012811199,0.011789485,0.01585839,0.016361386,-0.0056461142,0.0057838084,0.01504503,-0.01395632,0.017215258,0.018490095,0.006946466,-0.0008586323,0.01804014,0.0016984646,0.005630534,0.0042354213,-0.004525696,0.005371752,0.004087634,0.00435119,0.006600944,-0.012752047,-0.008510795,0.009321088,-9.8914585e-05,0.00776692,-0.010691515,0.0081428,0.014820432,-0.005244596,0.008877007,0.0041028033,0.015995821,0.012452303,0.014781921,0.012662859,0.007978768,0.015268242,0.015006659,0.010173836,0.01589723,0.013279351,-0.00038966932,0.017072672,0.014914174,0.016327996,0.012721569,0.0019427113,-0.013842974,0.014264191,0.011232721,0.019190557,0.016897948,0.01678356,0.014763002,-0.008116196,0.012047696,-0.002293123,0.0062862607,0.0076811775,-0.012372614,0.016090663,-0.004425078,0.012826442,-0.0028780866,0.009392259,0.0017871723,-0.0035767446,0.013894468,0.0019003138,0.010624247,0.00609535,0.0019101761,0.0070969667,0.015946833,0.01193234,0.0026593662,-0.0029984617,-0.0071123554,0.011991251,0.016243124,0.00027374426,0.01619879,0.009502032,0.0016797154,0.0023187012,-0.008276747,-0.00072077854,-0.0053873877,0.00024492215,0.016669987,-0.01217943,0.007072972,0.017353581,-0.009479784,0.007485807,0.008023939,0.008132359,0.008253483,0.00040012202,-0.0037799198,0.010525943,0.010936296,0.012147358,-0.014188966,0.0109198205,0.009447301,0.0083304355,0.004785058,0.0014959751,0.015733771,-0.0018395287,-0.0017303745,0.0075008953,0.016003568,0.014962573,0.019345496,0.011061229,0.004857498,0.0044191657,0.011378975,0.0076477374,0.012210619,0.015828466,-0.0020834475,0.016127476,0.020373704,0.013874439,-0.004704522,-0.00094974966,0.008203133,0.011424006,-0.0020147364,0.006707898,0.0067039155,0.0023767967,0.019409694,0.011612893,0.011354953,-0.00028891972,-0.007378836,0.01424644,-0.010660004,0.012628588,0.0028586006,0.0029315418,-0.00678848,0.008172319,-0.0015663482,0.0065038474,0.008310393,0.0018296315,0.00630123,0.00012743114,-0.012456148
89,Eubacterium_ventriosum,-0.006946683,-0.04358641,0.007579537,0.04647973,0.042605266,-0.015705934,0.03502979,0.0012829949,-0.023449183,0.022071296,0.013705483,-0.053817004,-0.059300497,-0.08053028,0.0006355479,-0.041192476,-0.056119718,0.055542726,-0.078065515,-0.075806215,-0.06456582,0.0036821028,-0.07752685,0.048779916,-0.07281851,0.04334019,0.06258384,-0.054754615,-0.072718054,0.0010923303,0.017167728,0.041888833,0.029950134,-0.022160795,-0.04749816,-0.008864099,0.08320257,-0.049977366,-0.05780668,0.067516066,-0.032922417,-0.007933154,-0.055108957,-0.058414113,-0.05719768,-0.058493093,-0.049668673,-0.06366898,-0.04359244,-0.020015266,-0.04616978,-0.025262792,0.03493849,-0.057847958,-0.055644903,-0.048484236,-0.016811535,0.016568894,0.053985614,-0.06071646,-0.024542704,-0.060606264,-0.05731251,-0.044286724,-0.03929727,0.01937915,-0.014317347,0.02487622,-0.039909232,-0.01986174,0.02413605,-0.041189145,-0.0053572766,-0.030034108,-0.021212732,-0.010607755,0.04371246,0.05019857,-0.021598184,-0.028229238,-0.05377943,-0.020330256,-0.04898706,-0.037324682,-0.0622647,-0.048503175,-0.010711432,-0.006609956,0.04378663,-0.037278187,-0.028686786,0.01884125,-0.047499355,-0.03592616,-0.045319777,-0.008386184,0.049940478,0.023644075,0.00031101762,0.020414777,-0.06559398,0.029056191,-0.0055321706,-0.06905317,0.04436982,-0.0153214,-0.010758089,0.0044740597,-0.051766083,0.05128876,-0.05542987,-0.058404144,-0.04883424,-0.051285222,-0.005459119,-0.053127937,-0.059281606,-0.06552871,-0.034044508,0.025905194,-0.04804738,0.031098774,-0.02902726,-0.05837354,-0.04791909,-0.047156695,-0.036895048,-0.040011264,-0.036856342,-0.061151948,-0.014225879,-0.02554333,-0.051694054,-0.03218888,0.039681274,-0.048393764,-0.042661473,-0.022872975,0.011270463,0.042618707,-0.05333775,-0.033797514,-0.025126077,-0.034026287,-0.02700166,-0.030515375,-0.06649434,-0.051634356,-0.059157066,-0.009612035,0.0427188,-0.036984157,0.034120735,-0.072539404,0.017722275,0.0023477091,-0.014261634,-0.018966032,0.015981363,-0.037042342,-0.051848494,0.0037195843,-0.06681087,-0.027149819,0.08124766
90,Faecalibacterium_prausnitzii,0.040641382,0.006986656,0.03909743,-0.014394829,-0.019422598,-0.014502342,-0.010096738,-0.0052459203,0.008668039,-0.007510952,0.032959066,0.026453935,0.029368717,-0.0031672507,0.004846321,0.02794003,0.03085573,0.01305835,-0.0076883,-0.0017351684,-0.007466817,-0.033395875,-0.01535585,-0.0028056947,0.016011445,0.012781101,-0.010236549,0.014911172,0.011850674,-0.029474992,-0.010190796,-0.0029755828,0.015324022,0.011056207,0.0056573395,0.01369787,0.0038346332,-0.02857526,0.0034862063,-0.03438187,0.008960312,0.011383942,-0.00921771,0.016716423,0.013738467,-0.010199826,0.026290102,0.019598482,-0.0008189191,-0.0064912993,-0.023182685,-0.019763984,-0.012907738,-0.006923294,0.025632724,-0.0030333837,-0.034082226,0.017074512,-0.012843238,0.028429262,-0.013640599,-0.0047936733,-0.005042622,0.002200143,0.0127689075,-0.008276474,0.017758291,-0.035543457,0.04958661,0.028709471,-0.025400989,-0.006630747,0.0016134413,-0.004815169,0.021739744,-0.01661119,0.02508787,0.03203209,0.0076605417,-0.003543251,0.018216185,-0.023975128,0.01247901,0.0060396898,-0.0024907533,-0.0023702432,-0.04184039,-0.015469562,-0.02596361,0.03405667,0.012035222,0.009534128,0.007992288,-0.018793486,0.0077511184,-0.013595316,-0.030625822,-0.02561541,0.009302618,0.03087531,-0.009814883,-0.041888453,0.035734434,-0.0030137869,-0.061423875,-0.005699934,0.0031374234,0.0086659435,-0.017664988,-0.00011428824,-0.02447742,0.02016178,0.013277856,0.034543116,0.018803364,0.0027961975,0.007438649,0.026043754,0.02647463,0.027211096,0.011896037,-0.014203045,0.002322924,0.008838133,-0.005851648,0.010228106,0.031354073,-0.016779775,0.007946775,-0.02750333,0.009751253,0.033503536,0.031005347,0.0220602,-0.015517858,-0.0002738816,0.018137505,-0.011086996,-0.016836759,0.0075977747,-0.017512498,0.014469797,0.013003017,0.0068233605,-0.006078183,0.031728417,0.020388149,0.03375959,0.011741265,0.0270936,-0.02813949,0.024014093,-0.041107684,0.015350728,0.027206205,0.024603214,0.021657376,0.014669598,-0.014650294,0.03401203,0.054425433,-0.043167546,0.018909523,-0.015862208,-0.0028531186
91,Flavonifractor_plautii,0.018574236,-0.0008805368,0.0127643095,-0.052030087,-0.042379204,0.0035542953,-0.033102524,0.003568293,0.00014699552,0.00863031,-0.011395025,0.03251606,0.028186034,0.041634064,-0.0031732915,0.015661644,0.03406835,-0.024724893,0.048823718,0.042175043,0.03149337,0.017092079,0.046666894,-0.017271103,0.032953165,-0.009208133,-0.025635712,0.04210596,0.030291393,-0.008660036,-0.00047929806,-0.030567423,-0.02745916,0.014263681,0.013484128,0.012456003,-0.042350665,0.026223632,0.037721913,-0.031560995,0.030048601,-0.019001653,0.0008964584,-0.00043984767,0.012891219,0.010061421,0.01114322,0.008817732,-0.011561793,-0.025225598,-0.002671777,-0.017885927,-0.037159998,0.0007574945,-0.00081826054,-0.012944084,0.0071084294,-0.0251375,-0.023548596,0.029625809,-0.03455881,0.00035435343,0.00034031473,-0.011132635,-0.02529914,-0.00551272,-0.023945875,-0.029739637,0.025359131,0.04585974,-0.036339678,-0.015960105,-0.009755319,-0.0041927695,0.012727598,-0.023820058,-0.033100676,-0.01981365,-0.03072908,-0.012524018,0.020853365,-0.02901035,0.010737735,0.016969966,0.006443666,-0.001479331,-0.01983336,-0.016317107,-0.04514679,0.02570887,-0.009172479,-0.042308196,-0.0021906577,-0.012352729,-0.0059671206,-0.008815119,-0.052813996,-0.034743313,0.025428882,-0.021361623,0.0069786333,-0.020880923,-0.013553901,0.020325823,-0.009477488,-0.03693916,-0.03307704,-0.0028599864,0.009269683,-0.013819555,0.014382307,0.0016053554,0.0046947775,0.0035760636,-0.007305096,-0.0014620258,0.02091792,0.017355857,0.018532772,-0.015780235,0.015299857,-0.0026694944,0.028803224,0.024189921,-0.0019013811,-0.008195295,0.014822448,0.017473942,0.0037128713,0.022860007,-0.017840348,0.00805351,-0.005393905,0.0051657828,-0.00580814,0.00060724077,-0.011967509,-0.0154961,0.02419447,-0.03074262,0.026903108,0.025695682,-0.017266162,0.00027825686,0.009505761,0.021600127,0.01792188,0.0018490152,0.006444049,0.016002094,-0.030696468,0.0050687827,-0.021674871,0.017347151,-0.02285689,0.031851023,0.02583877,-0.021072343,-0.022461498,0.011749417,0.024117464,-0.0077984477,0.0216025,0.047234584,-0.041762285
92,Fusobacterium_nucleatum,-0.009869272,0.033932973,-0.016235683,-0.016716588,-0.015340838,0.011604602,-0.024108648,0.009940419,-0.013082619,-0.001162069,-0.03619261,0.00054344,0.00010357344,0.02971354,0.010564267,-0.00044628137,0.00025296185,-0.023555046,0.029205091,0.02389499,0.03679807,0.013076609,0.035811972,-0.022042451,0.029882558,-0.026209677,-0.029677711,0.034372386,0.030060632,-0.0046405825,-0.012222723,-0.013536616,-0.016337125,0.0023924485,0.011806147,0.005106036,-0.037836887,0.029897215,0.0057730637,-0.014184186,-0.0053917374,0.01732611,0.013789203,0.026949527,-0.001454866,0.024383768,0.007885646,0.0048013995,0.01296703,0.012296767,0.0076677296,0.010349257,-0.008422458,0.018416883,0.0063789086,0.0124584725,-0.0040408443,0.0016454293,-0.0028080684,0.017291084,0.008122899,0.01320931,0.014798586,0.013498536,0.013277978,-0.0030404702,0.0004725009,0.026690217,0.00011666451,0.004550098,-0.0015489624,0.011790149,0.0013537083,0.01900995,-0.005200456,0.0068537067,-0.024673719,-0.019797089,0.007076349,-0.0036165498,0.0012113396,0.013627074,0.020050997,0.00870396,0.01690834,0.016755,-0.01118739,0.007056801,-0.0038152663,-0.006598374,0.0037420113,0.0032746368,0.009203961,0.021410834,0.01102542,0.007985899,-0.009816375,-0.008080692,-0.015297072,0.0052622533,0.016962487,0.004696811,-0.0075468235,0.0052508186,0.0034950883,-0.00023775244,-0.000753022,-0.015803955,0.024527816,-0.015674867,0.026798544,0.029414605,0.034243982,-0.003918414,0.015390188,0.03004443,0.017865736,0.030362172,-0.008135673,0.0010139771,-0.0054996503,0.0021496783,-0.0012010916,0.017442115,0.008889451,0.002636199,-0.02103832,0.020121854,0.02109338,0.040571336,-0.0028855824,0.009664398,0.01482291,0.014225947,-0.006309465,0.006110083,-0.0065597063,0.002715624,-0.012981358,-0.008820897,0.009924682,-0.019312227,-0.002557858,0.010072839,0.022998119,-0.0075475685,0.013791997,0.021655397,0.009009805,0.0016072312,-0.015351895,-0.0104183005,0.0039494596,0.025958844,-0.0054859505,-0.025224714,0.004569477,0.0040367963,0.0012750463,0.016731907,0.01449323,0.013186672,0.017444462,-0.001398775,-0.03506832
93,Gordonibacter_pamelaeae,-0.014206013,-0.018384743,-0.0055506052,0.063599624,0.05956714,-0.015575446,0.046039872,-0.024672275,0.0016118651,-0.012972013,0.018688263,-0.040379316,-0.03552948,-0.05401696,-0.02419543,-0.036345817,-0.038241327,0.020382075,-0.05064116,-0.042547673,-0.051534005,-0.017298544,-0.04776773,0.03929127,-0.06300348,0.030246617,0.055602256,-0.058840085,-0.059401922,0.03744484,0.02133206,0.019832458,0.020900225,-0.022572055,-0.044372234,-0.010485416,0.06430641,-0.03161771,-0.02343033,0.065022,-0.019421399,0.015539286,0.017410643,-0.0147386575,-0.02251867,0.008934536,-0.03851831,-0.01794287,0.019008,0.03229008,0.025071425,0.041450344,0.045389995,0.013511935,-0.024132347,0.017936056,0.037657235,0.013529606,0.011704633,-0.03808429,0.04313676,0.0054228003,0.013032121,0.00915933,0.020164799,0.005953963,0.02157361,0.031185979,-0.04705691,-0.044952057,0.022532249,0.030121494,0.011066736,0.021432577,-0.046043996,0.03804559,0.046780895,0.018379949,0.026664224,-0.00050207204,-0.028540801,0.032868713,-0.03688918,-0.02948705,0.0073737497,0.014663365,0.02975721,0.009097984,0.06347792,-0.028283492,0.02327037,0.033448767,0.015229101,0.02461556,-0.024012651,0.017856812,0.060670864,0.037886042,-0.040902082,0.011919337,0.0027954865,0.02072857,-0.007077408,-0.01398093,0.044583865,0.038942438,0.038991835,0.023371408,-0.016725807,0.036181197,-0.044747103,-0.022070708,-0.015199369,-0.027679147,-0.03285995,-0.006219096,-0.032989524,-0.043090712,-0.027760055,0.00857161,-0.0076909284,0.032349713,-0.046689574,-0.044232033,0.022205634,0.0074919914,-0.0044135214,-0.02712654,-0.02883532,-0.03397357,0.03343952,-0.024825148,-0.028801892,-0.01850006,0.03669898,0.011828976,0.019252487,0.03016395,-0.0049182405,0.049007155,-0.024056552,-0.009276913,-0.0034694902,-0.0055660647,-0.0072428705,-0.03017975,-0.021844404,-0.031721674,-0.019511184,-0.03018101,0.03674175,0.010307319,0.035008084,-0.0380377,0.011336182,-0.0329341,-0.034547616,0.021177694,0.026058458,-0.037595976,-0.060913593,0.022253852,-0.062083717,-0.038934354,0.06354007
94,Haemophilus_parainfluenzae,-0.020551719,-0.0038111522,-0.023132272,-0.015267943,-0.017157132,0.031728785,-0.00013756122,0.031080198,0.032764353,0.025346074,0.02071928,0.028088776,0.031559702,0.015254434,0.015715428,0.01286983,0.024413485,-0.01645326,0.017095143,0.016801415,0.0055848844,-0.0019868393,0.015010817,-0.028156113,0.023563046,-0.0338441,-0.030280206,-0.003941273,0.030529987,-0.013386725,-0.019363273,-0.0173313,-0.020026851,-0.0038215094,0.03477185,-0.018113008,-0.023558376,0.016951697,0.016667586,-0.018892907,0.008695004,-0.020781381,0.013724048,0.020206248,0.036085974,0.009873454,0.017961983,0.022353515,0.009813094,-0.011894256,0.017598901,-0.008432496,-0.021111138,0.013052038,0.026747936,0.012303326,-0.011436305,-0.028370379,-0.012503762,0.013881475,-0.004042164,0.017165735,0.016231705,0.004400174,0.00021398887,0.0019015562,-0.033383,-0.031459697,0.00819127,-0.015395932,0.0010092305,0.0062377853,-0.010781704,0.0026845667,0.03364549,-0.0025421637,-0.026903076,-0.024827415,-0.036092106,0.038376592,0.021848839,0.014137527,0.024086457,0.019447984,0.017263977,0.009662773,0.027403176,0.01519709,-0.01606828,0.02183297,2.2809081e-05,-0.019165529,0.00414438,0.011762282,0.047846507,0.0010781513,-0.017691845,0.0048608826,0.026115786,-0.032102276,0.01975295,0.0049460228,-0.004946234,0.03382751,-0.001376674,0.0057186554,-0.0036687078,-0.009786369,0.013697701,-0.042318124,0.038118906,0.013704365,-0.01105332,0.03254231,0.014409203,0.011048578,0.029345382,0.009424621,0.033938676,-0.02413783,0.023862336,-0.02837417,0.033709355,0.03330146,0.01061351,0.013075546,0.013376989,0.019327097,0.01553139,0.020499893,-0.0053424565,-0.01698401,-0.00033909277,-0.015233568,-0.022826679,0.014832196,0.013043873,0.0040369187,0.021015866,-0.03652538,0.04164636,0.020687658,0.032518137,0.00902707,-0.013194141,0.008383308,0.013662837,0.0015521296,0.02977437,0.01592238,0.0040811677,0.015125891,-0.0030759452,0.027099082,-0.026909044,0.018748637,0.0060492014,-0.0023684672,-0.021147411,0.0026061053,0.010787132,-0.00739757,0.023260174,0.021263702,-0.019997654
