#all species associated with D015212: Inflammatory Bowel Diseases; Chronic, non-specific inflammation of the GASTROINTESTINAL TRACT. Etiology may be genetic or environmental. This term includes CROHN DISEASE and ULCERATIVE COLITIS.
#in total 605 valid runs were included in GMrepo.
#please consult our web site for more details.
phenotype	taxonomy rank level	NCBI taxon id	scientific name	super kingdom	Nr. runs in which the species/genus can be found	mean relative abundance	median relative abundance	SD of relative abundance
D015212	species	1377	Aerococcus viridans	Bacteria	26	0.000835404192307692	0.000522432	0.000933266510650244	
D015212	species	1396	Bacillus cereus	Bacteria	26	0.000536428230769231	0.0004162855	0.000385672297494265	
D015212	species	1750	Propionibacterium propionicum	Bacteria	26	0.0159706682692308	0.0004589795	0.0621853778997466	
D015212	species	1810	Mycobacterium vaccae	Bacteria	26	0.000472348807692308	0.000364589	0.000301869203495026	
D015212	species	29376	Desulfotomaculum thermobenzoicum	Bacteria	26	0.000547774961538462	0.0004882645	0.000287726636996783	
D015212	species	32016	Desulfovibrio oxamicus	Bacteria	26	0.000876205461538462	0.000528353	0.000778273233922135	
D015212	species	33964	Leuconostoc citreum	Bacteria	26	0.00604130857692308	0.0006146345	0.0140461300008618	
D015212	species	34017	Rhodobium orientis	Bacteria	26	0.000608965576923077	0.000549681	0.000322433883890781	
D015212	species	34018	Rhodospirillum centenum	Bacteria	26	0.000482700692307692	0.0004067465	0.000370757866833735	
D015212	species	40543	Sneathia sanguinegens	Bacteria	26	0.000885345538461538	0.000544959	0.00134676236885699	
D015212	species	41170	Exiguobacterium acetylicum	Bacteria	26	0.0124163058076923	0.000632927	0.0475381977226406	
D015212	species	43990	Corynebacterium segmentosum	Bacteria	26	0.00670269523076923	0.000581692	0.0246437477455563	
D015212	species	44256	Caldanaerobius polysaccharolyticus	Bacteria	26	0.000693011153846154	0.0005706265	0.000399213337627359	
D015212	species	53633	Sulfobacillus acidophilus	Bacteria	26	0.000603010423076923	0.000474568	0.000390656457354456	
D015212	species	60133	Prevotella pallens	Bacteria	26	0.00384739511538462	0.0005701665	0.0162311094298398	
D015212	species	74315	Brevundimonas intermedia	Bacteria	26	0.000574645269230769	0.000487958	0.000313686535409546	
D015212	species	79264	Paenibacillus ehimensis	Bacteria	26	0.000613003307692308	0.00056289	0.000312732711598613	
D015212	species	84483	Alcanivorax sp. K2-1	Bacteria	26	0.000620400653846154	0.000649845	0.000278016909844411	
D015212	species	90970	Alicyclobacillus tolerans	Bacteria	26	0.000650153	0.000564523	0.000383488994789994	
D015212	species	111501	Muricauda ruestringensis	Bacteria	26	0.000552054807692308	0.0004370885	0.00032405928209314	
D015212	species	119219	Cupriavidus metallidurans	Bacteria	26	0.000498595230769231	0.0004048545	0.000343441916669507	
D015212	species	148814	Lactobacillus kunkeei	Bacteria	26	0.00435981546153846	0.000474568	0.00981977000883466	
D015212	species	164393	Lactobacillus fuchuensis	Bacteria	26	0.00510116292307692	0.001973885	0.00831465648079535	
D015212	species	191770	Marinilactibacillus psychrotolerans	Bacteria	26	0.000718693346153846	0.0005195075	0.000688628765554152	
D015212	species	226505	Algoriphagus halophilus	Bacteria	26	0.000495489653846154	0.000430253	0.000236536947220166	
D015212	species	241555	Helcococcus sueciensis	Bacteria	26	0.000691075423076923	0.000430253	0.000832690167796843	
D015212	species	259354	Desulfatibacillum alkenivorans	Bacteria	26	0.000649655461538462	0.000548138	0.000424060143351693	
D015212	species	313985	Geobacter lovleyi	Bacteria	26	0.000766822576923077	0.000508833	0.000909075351551418	
D015212	species	316279	Synechococcus sp. CC9902	Bacteria	26	0.000606498423076923	0.000432085	0.000443020787062564	
D015212	species	370974	Flavobacterium filum	Bacteria	26	0.000583888192307692	0.0004557875	0.000427262126456537	
D015212	species	415425	Flavobacterium terrae	Bacteria	26	0.000523811730769231	0.000400356	0.000382445622689193	
D015212	species	426703	Alkalibacterium putridalgicola	Bacteria	26	0.0007098195	0.0006833925	0.00038203924914744	
D015212	species	470782	Halomonas sp. YIM C246	Bacteria	26	0.000565501307692308	0.000442528	0.000367760384181958	
D015212	species	525917	Thiothrix lacustris	Bacteria	26	0.00139969865384615	0.000543326	0.00241084706957091	
D015212	species	634765	Cocleimonas flava	Bacteria	26	0.000864699538461539	0.0004133895	0.00112500364083771	
D015212	species	649841	Sulfuricella denitrificans	Bacteria	26	0.0006041555	0.0004162855	0.000451905091457598	
D015212	species	658659	Erysipelotrichaceae bacterium 3_1_53	Bacteria	26	0.0217303846153846	0.01267	0.0368339296280773	
D015212	species	741091	Rahnella sp. Y9602	Bacteria	26	0.00266691319230769	0.0005706265	0.00468640302702953	
D015212	species	792637	Comamonas sp. MBIC3885	Bacteria	26	0.000530346038461538	0.0004162785	0.000382248418738441	
D015212	species	946336	Acidicapsa borealis	Bacteria	26	0.000628069269230769	0.000448516	0.00045424708189236	
D015212	species	1134563	Prevotella sp. JCM 6348	Bacteria	26	0.0130642468461538	0.000654128	0.061719511913913	
D015212	species	1520671	Flavobacterium maris	Bacteria	26	0.000611102038461539	0.00049635	0.000332291089887223	
D015212	species	124	Blastopirellula marina	Bacteria	25	0.00088601996	0.000490547	0.00133120256191002	
D015212	species	183	Leptonema illini	Bacteria	25	0.00159377076	0.000440696	0.00208161361474745	
D015212	species	375	Bradyrhizobium japonicum	Bacteria	25	0.000605555	0.000549119	0.000243475957183148	
D015212	species	449	Legionella hackeliae	Bacteria	25	0.0005673466	0.00044436	0.000388515822609474	
D015212	species	477	Moraxella lacunata	Bacteria	25	0.00071413204	0.000593356	0.000449891613496747	
D015212	species	495	Neisseria elongata	Bacteria	25	0.00269619792	0.000710964	0.00609981030629184	
D015212	species	632	Yersinia pestis	Bacteria	25	0.00097383912	0.000519173	0.00114654880815873	
D015212	species	659	Photobacterium phosphoreum	Bacteria	25	0.0006381438	0.000531684	0.000359284390308708	
D015212	species	813	Chlamydia trachomatis	Bacteria	25	0.00066801024	0.000363099	0.000975119571180345	
D015212	species	852	Fusobacterium perfoetens	Bacteria	25	0.00076695796	0.000485369	0.000887411487926941	
D015212	species	954	Francisella persica	Bacteria	25	0.00070312904	0.000707955	0.000374888303082563	
D015212	species	1028	Marivirga sericea	Bacteria	25	0.00062812168	0.000588471	0.00028130936488377	
D015212	species	1057	Thiococcus pfennigii	Bacteria	25	0.00059457676	0.000531684	0.000339482953641917	
D015212	species	1147	Synechocystis sp. PCC 6714	Bacteria	25	0.00069845748	0.000429817	0.000679193404524877	
D015212	species	1148	Synechocystis sp. PCC 6803	Bacteria	25	0.00049736364	0.00037985	0.000290989551154602	
D015212	species	1556	Gottschalkia acidurici	Bacteria	25	0.00118880152	0.000721558	0.00137774700047003	
D015212	species	1725	Corynebacterium xerosis	Bacteria	25	0.01274829512	0.00112918	0.0281114478488992	
D015212	species	1764	Mycobacterium avium	Bacteria	25	0.00243664252	0.000490547	0.00897485816956238	
D015212	species	1844	Nocardioides luteus	Bacteria	25	0.00071669904	0.000546977	0.00053107811734539	
D015212	species	2130	Ureaplasma urealyticum	Bacteria	25	0.00047470856	0.000410753	0.0002592845434571	
D015212	species	2426	Teredinibacter turnerae	Bacteria	25	0.001143544	0.00115332	0.000749918821486699	
D015212	species	2751	Carnobacterium maltaromaticum	Bacteria	25	0.01709065776	0.00326403	0.0377572581068105	
D015212	species	35518	[Eubacterium] nodatum	Bacteria	25	0.00091117128	0.000531684	0.0010473125285017	
D015212	species	44935	Halomonas venusta	Bacteria	25	0.000492383	0.000406969	0.000249219021373436	
D015212	species	45497	[Clostridium] ultunense	Bacteria	25	0.0007652272	0.000429817	0.00110093977070316	
D015212	species	46223	Thermoflavimicrobium dichotomicum	Bacteria	25	0.00054336624	0.000490547	0.000279806818800233	
D015212	species	47500	Aneurinibacillus migulanus	Bacteria	25	0.00138294848	0.000616129	0.00201903774438269	
D015212	species	51101	Brevibacillus agri	Bacteria	25	0.00041171448	0.000360779	0.000203413109895052	
D015212	species	53408	Pseudomonas citronellolis	Bacteria	25	0.00286439916	0.000412761	0.0110422265358753	
D015212	species	54006	Peptoniphilus ivorii	Bacteria	25	0.0109857898	0.00213849	0.0360818380701863	
D015212	species	83219	Sulfitobacter mediterraneus	Bacteria	25	0.000719302	0.000688691	0.000290290868642987	
D015212	species	84633	Kineosporia rhizophila	Bacteria	25	0.00061217772	0.000576661	0.000260720737046928	
D015212	species	112901	Sporomusa malonica	Bacteria	25	0.00081495896	0.000762806	0.000490721174109891	
D015212	species	115781	Desulfotignum balticum	Bacteria	25	0.00052685836	0.000507331	0.000246511334127	
D015212	species	116087	Gallicola barnesae	Bacteria	25	0.00055104796	0.000440696	0.000293764968920944	
D015212	species	137357	Lactobacillus equi	Bacteria	25	0.00652137596	0.000688691	0.017560168182366	
D015212	species	140626	Lachnobacterium bovis	Bacteria	25	0.00062246892	0.000519173	0.000354045834110491	
D015212	species	153721	Sporocytophaga myxococcoides	Bacteria	25	0.000657338	0.000610999	0.000337185284354784	
D015212	species	155892	Caulobacter vibrioides	Bacteria	25	0.00062151616	0.000463154	0.000461227708459506	
D015212	species	161889	Corynebacterium lipophiloflavum	Bacteria	25	0.00085744132	0.000463154	0.000905410187524266	
D015212	species	163359	Acidiferrobacter thiooxydans	Bacteria	25	0.00072880676	0.000688691	0.000412226220701922	
D015212	species	187491	Corynebacterium glaucum	Bacteria	25	0.00514757668	0.00040274	0.0187738399185768	
D015212	species	216427	Mesoplasma chauliocola	Bacteria	25	0.0008153068	0.000677383	0.000459521805896358	
D015212	species	261934	Pleomorphomonas oryzae	Bacteria	25	0.00073816448	0.000576661	0.000472024996141105	
D015212	species	309797	Chrysiogenes arsenatis	Bacteria	25	0.00046857828	0.000353977	0.000307507664984891	
D015212	species	309868	Candidatus Liberibacter americanus	Bacteria	25	0.00063411704	0.000588471	0.000344626297658962	
D015212	species	322505	Sharpea azabuensis	Bacteria	25	0.0023668304	0.00040274	0.00598761011821902	
D015212	species	332653	Koukoulia aurantiaca	Bacteria	25	0.00062848132	0.000485369	0.000472278510919821	
D015212	species	354246	Spongiibacter marinus	Bacteria	25	0.00055841636	0.00044436	0.00033903664268592	
D015212	species	403962	Azospirillum canadense	Bacteria	25	0.00069236912	0.000537533	0.000590859131066106	
D015212	species	442714	Ulvibacter antarcticus	Bacteria	25	0.00058627828	0.000531684	0.000315624636992731	
D015212	species	446681	Eudoraea adriatica	Bacteria	25	0.00058540428	0.000412761	0.00042484874447458	
D015212	species	454600	Gracilimonas tropica	Bacteria	25	0.00077422508	0.000732158	0.00033146328701908	
D015212	species	471827	Candidatus Desulforudis audaxviator	Bacteria	25	0.00060233292	0.000406969	0.000804796449757894	
D015212	species	590845	Rhodococcus sp. YIM 100121	Bacteria	25	0.00115935432	0.000610999	0.00213938912142274	
D015212	species	626933	Odoribacter laneus	Bacteria	25	0.458447664	0.00855871	0.850378053595598	
D015212	species	1123045	Ponticaulis koreensis	Bacteria	25	0.00164473108	0.000549119	0.00499885596423491	
D015212	species	1123067	Rubellimicrobium mesophilum	Bacteria	25	0.00064970976	0.000531684	0.000431839933726344	
D015212	species	1134687	Klebsiella michiganensis	Bacteria	25	0.00331016752	0.000531684	0.0087576634253714	
D015212	species	1146890	Paenibacillus sp. YIM 110206	Bacteria	25	0.001619897	0.000463154	0.00345813305209251	
D015212	species	1236906	Neptunomonas sp. BPy-1	Bacteria	25	0.00071186524	0.000519173	0.000752074837272765	
D015212	species	1381080	Idiomarina woesei	Bacteria	25	0.0012443406	0.000593356	0.00307166626430911	
D015212	species	1661055	Pseudomonas sp. NBRC 111140	Bacteria	25	0.00108944216	0.000643857	0.00118391125735148	
D015212	species	189	Novispirillum itersonii	Bacteria	24	0.000562935416666667	0.000529858	0.000291652519205112	
D015212	species	414	Methylococcus capsulatus	Bacteria	24	0.000670363833333333	0.000590284	0.000377673029197003	
D015212	species	990	Cytophaga xylanolytica	Bacteria	24	0.001470850125	0.000465171	0.0023874064983475	
D015212	species	1476	Sporosarcina psychrophila	Bacteria	24	0.00411226120833333	0.0008257625	0.0139500601260573	
D015212	species	1688	Bifidobacterium cuniculi	Bacteria	24	0.001325102375	0.000440138	0.00174870534734861	
D015212	species	1843	Nocardioides jensenii	Bacteria	24	0.0007943315	0.0005061365	0.000953413650382757	
D015212	species	29449	Rhizobium etli	Bacteria	24	0.000518464041666667	0.0004025375	0.000325750566655115	
D015212	species	29534	Flavobacterium saccharophilum	Bacteria	24	0.000674230791666667	0.000609189	0.000378399887953377	
D015212	species	29539	Thermoleophilum album	Bacteria	24	0.00125446258333333	0.000400356	0.00229995625897171	
D015212	species	32013	Comamonas terrigena	Bacteria	24	0.00165700795833333	0.000411757	0.00581385905919457	
D015212	species	38875	Bacillus oleronius	Bacteria	24	0.0010333945	0.0004162855	0.0026602666098472	
D015212	species	40091	Helcococcus kunzii	Bacteria	24	0.00123577708333333	0.0004966565	0.00163557192529163	
D015212	species	43263	Pseudomonas alcaligenes	Bacteria	24	0.00332952545833333	0.0005393305	0.0115781472419093	
D015212	species	43767	Rhodococcus equi	Bacteria	24	0.00106690329166667	0.000522432	0.00161084746194792	
D015212	species	45629	Desulfovibrio halophilus	Bacteria	24	0.000715564708333333	0.000548048	0.000489647836325294	
D015212	species	51161	Actinobacillus delphinicola	Bacteria	24	0.00572414708333333	0.001126145	0.009996318682206	
D015212	species	53972	Rhodococcus corynebacterioides	Bacteria	24	0.00137276829166667	0.000522432	0.00250596071219364	
D015212	species	59839	Paenibacillus alginolyticus	Bacteria	24	0.000833546	0.000418393	0.00118304941434458	
D015212	species	59843	Paenibacillus glucanolyticus	Bacteria	24	0.000695640041666667	0.000568795	0.000422934984144133	
D015212	species	64971	Pseudospirillum japonicum	Bacteria	24	0.000458698875	0.0004048545	0.00024432987494873	
D015212	species	77098	Halomonas pacifica	Bacteria	24	0.000522226875	0.0004067465	0.00037414703650725	
D015212	species	85698	Achromobacter xylosoxidans	Bacteria	24	0.000626332791666667	0.0004067465	0.000839572449751242	
D015212	species	88072	Cytophagales str. MBIC4147	Bacteria	24	0.000507311791666667	0.0004966565	0.000205148917858727	
D015212	species	89153	[Clostridium] hylemonae	Bacteria	24	0.0194147729166667	0.00492524	0.0411626236339184	
D015212	species	102129	Leptolyngbya sp. PCC 7375	Bacteria	24	0.000802673583333333	0.000563002	0.000504139881771174	
D015212	species	104336	Microbacterium foliorum	Bacteria	24	0.00135184829166667	0.000420285	0.00313949707182699	
D015212	species	108007	Thermanaerovibrio velox	Bacteria	24	0.0005482705	0.0004248135	0.000315453668629387	
D015212	species	110936	Rathayibacter caricis	Bacteria	24	0.000506881541666667	0.000421289	0.000220610211961983	
D015212	species	111015	Actinomyces radicidentis	Bacteria	24	0.00190542266666667	0.00121773	0.00222989119966072	
D015212	species	119000	Halomonas muralis	Bacteria	24	0.000659343125	0.000533604	0.000345698391151859	
D015212	species	171400	Paenibacillus sp. DSM 1482	Bacteria	24	0.000523728166666667	0.0004248135	0.000467847919567484	
D015212	species	184917	Desulfovibrio magneticus	Bacteria	24	0.000660979125	0.000549681	0.000522777323295851	
D015212	species	191026	Desulfovibrio hydrothermalis	Bacteria	24	0.000767832791666667	0.000666527	0.000449237289801569	
D015212	species	192994	Thermoleophilum minutum	Bacteria	24	0.000632603791666667	0.0005713415	0.000399044162365627	
D015212	species	202952	Acinetobacter gerneri	Bacteria	24	0.000592016375	0.000534146	0.000336482630014868	
D015212	species	218208	Desulfatibacillum aliphaticivorans	Bacteria	24	0.000610412291666667	0.000430253	0.000523532471301113	
D015212	species	307126	Lactobacillus apodemi	Bacteria	24	0.0118629839166667	0.0062674	0.0155621546605079	
D015212	species	370979	Flavobacterium defluvii	Bacteria	24	0.000556593583333333	0.000528353	0.000298062983149523	
D015212	species	417621	Kaistella flava	Bacteria	24	0.000556099083333333	0.0004742615	0.000284714773123974	
D015212	species	423351	Mucilaginibacter paludis	Bacteria	24	0.0006040255	0.0005025775	0.000426590983653572	
D015212	species	442870	Acanthopleuribacter pedis	Bacteria	24	0.00091023575	0.000476292	0.00111997746240058	
D015212	species	490759	Marinobacter sp. BSs20148	Bacteria	24	0.000543398666666667	0.0004162855	0.000280536585025704	
D015212	species	508451	Lactobacillus taiwanensis	Bacteria	24	0.00245429108333333	0.0007233925	0.00509036139027797	
D015212	species	538021	Mucilaginibacter ximonensis	Bacteria	24	0.000554797	0.000438475	0.000450750874306418	
D015212	species	550983	Niastella populi	Bacteria	24	0.000436844458333333	0.0003844095	0.000192910300368034	
D015212	species	626934	Slackia piriformis	Bacteria	24	0.13055125	0.085245	0.117917709379576	
D015212	species	665131	Prosthecomicrobium sp. ATCC 27835	Bacteria	24	0.000495414291666667	0.0004133895	0.000312268570850057	
D015212	species	669462	Paenibacillus pinihumi	Bacteria	24	0.000821600416666667	0.0004369535	0.00107913636662153	
D015212	species	754436	Photobacterium aphoticum	Bacteria	24	0.000605107958333333	0.0004742615	0.000355859630074102	
D015212	species	882141	Bacillus sp. IHB B 2296	Bacteria	24	0.000677207833333333	0.0005085265	0.000478126114295187	
D015212	species	944671	Lactobacillus nasuensis	Bacteria	24	0.00480898445833333	0.00183757	0.00804644735008344	
D015212	species	1027568	planctomycete DSM1A9	Bacteria	24	0.000796514583333333	0.0007250295	0.000544978121062625	
D015212	species	1293441	Lysinibacillus contaminans	Bacteria	24	0.0233645490833333	0.0104476	0.0346576555007749	
D015212	species	1304158	Salinisphaera halophila	Bacteria	24	0.003129441125	0.00253936	0.00362121006831181	
D015212	species	1842136	Steroidobacter flavus	Bacteria	24	0.00053298325	0.0004852425	0.00023688984702696	
D015212	species	164	Treponema pectinovorum	Bacteria	23	0.000494744391304348	0.000406969	0.000300223830310553	
D015212	species	193	Azospirillum lipoferum	Bacteria	23	0.00071912252173913	0.000485982	0.000448722925282292	
D015212	species	347	Xanthomonas oryzae	Bacteria	23	0.000553947956521739	0.000507331	0.000234031920857251	
D015212	species	511	Alcaligenes faecalis	Bacteria	23	0.000773809217391304	0.000406969	0.00125441953279765	
D015212	species	518	Bordetella bronchiseptica	Bacteria	23	0.00736642260869565	0.000717901	0.0130784598467424	
D015212	species	1053	Halorhodospira halophila	Bacteria	23	0.000538146695652174	0.00041981	0.000319411976578757	
D015212	species	1184	Leptolyngbya boryana	Bacteria	23	0.000678845304347826	0.000552385	0.000355746584201379	
D015212	species	1398	Bacillus coagulans	Bacteria	23	0.000920257652173913	0.000643857	0.000929821207028613	
D015212	species	1597	Lactobacillus paracasei	Bacteria	23	0.0168188983043478	0.00846462	0.0244564296068961	
D015212	species	1639	Listeria monocytogenes	Bacteria	23	0.00126344417391304	0.000546977	0.00178779664230147	
D015212	species	1687	Bifidobacterium coryneforme	Bacteria	23	0.0497462772608696	0.000710964	0.156700269586283	
D015212	species	2150	Acholeplasma modicum	Bacteria	23	0.00051085852173913	0.00044436	0.000253755835514605	
D015212	species	2317	Methanosphaera stadtmanae	Archaea	23	0.300847411043478	0.00632531	0.755786272859966	
D015212	species	33953	Clostridium aminobutyricum	Bacteria	23	0.0118653185652174	0.0052086	0.0139019220922705	
D015212	species	35806	Rhodovulum sulfidophilum	Bacteria	23	0.000529422	0.00041981	0.000388912351736224	
D015212	species	36809	Mycobacterium abscessus	Bacteria	23	0.000722278826086957	0.000490547	0.000616673291246497	
D015212	species	36845	Clostridium intestinale	Bacteria	23	0.000647574347826087	0.000463154	0.000506378716072324	
D015212	species	37919	Rhodococcus opacus	Bacteria	23	0.00204627039130435	0.000726198	0.00440973620988005	
D015212	species	37929	Glutamicibacter nicotianae	Bacteria	23	0.00129171413043478	0.000440696	0.00168369624068855	
D015212	species	38402	Erysipelothrix tonsillarum	Bacteria	23	0.00261854304347826	0.000429817	0.0102442787699634	
D015212	species	45076	Legionella worsleiensis	Bacteria	23	0.00324165052173913	0.00044436	0.00452856621005132	
D015212	species	45243	Capnocytophaga haemolytica	Bacteria	23	0.000557882391304348	0.000485982	0.000283511024730439	
D015212	species	47885	Pseudomonas oryzihabitans	Bacteria	23	0.000630023869565217	0.000531684	0.000357654750340363	
D015212	species	52693	Acetobacterium paludosum	Bacteria	23	0.000529270173913043	0.00043259	0.000364589404869075	
D015212	species	52766	Caldicellulosiruptor lactoaceticus	Bacteria	23	0.000435981304347826	0.000412761	0.000191320318903673	
D015212	species	68910	Deinococcus murrayi	Bacteria	23	0.000540876608695652	0.00041981	0.000368839439931122	
D015212	species	74311	Brevundimonas bacteroides	Bacteria	23	0.000557588652173913	0.000519173	0.00022787650720922	
D015212	species	79329	Chitinophaga pinensis	Bacteria	23	0.000544987391304348	0.00044436	0.000402601720055118	
D015212	species	81406	Desulfovibrio alcoholivorans	Bacteria	23	0.000633866652173913	0.000463154	0.000534279566093837	
D015212	species	84110	Slackia heliotrinireducens	Bacteria	23	0.00472531173913044	0.00301087	0.00591121353141344	
D015212	species	89152	[Clostridium] hiranonis	Bacteria	23	0.0119630772608696	0.00482439	0.0231723009136366	
D015212	species	104955	Lactobacillus frumenti	Bacteria	23	0.000464524565217391	0.000440696	0.000214823468638539	
D015212	species	110099	Thermoactinomyces sanguinis	Bacteria	23	0.000637299608695652	0.000507331	0.000503765181398558	
D015212	species	140058	Roseospira navarrensis	Bacteria	23	0.000523657217391304	0.000485369	0.000190465569108234	
D015212	species	147645	Paracoccus yeei	Bacteria	23	0.00142800534782609	0.000490547	0.00405095135690416	
D015212	species	155077	Cellvibrio japonicus	Bacteria	23	0.000638238913043478	0.000485369	0.000403922073626822	
D015212	species	157838	Bacillus shackletonii	Bacteria	23	0.00145866882608696	0.000641717	0.00178393237609421	
D015212	species	170661	Vibrio xuii	Bacteria	23	0.000664174565217391	0.000440696	0.000486434124593531	
D015212	species	171437	Tistrella mobilis	Bacteria	23	0.000646364913043478	0.000588471	0.000479361648194186	
D015212	species	191295	Alcaligenes sp. VKM B-2263	Bacteria	23	0.00300193152173913	0.000552385	0.00927987653848251	
D015212	species	194702	Cardiobacterium valvarum	Bacteria	23	0.000479230913043478	0.000440696	0.000221280528209805	
D015212	species	195088	Halobacillus karajensis	Bacteria	23	0.000482975086956522	0.000412761	0.00026991041522107	
D015212	species	195907	Gillisia limnaea	Bacteria	23	0.000443315869565217	0.000410753	0.00013004494404324	
D015212	species	217070	Stella vacuolata	Bacteria	23	0.000683993652173913	0.000467215	0.000564240882960993	
D015212	species	219742	Psychrobacter adeliensis	Bacteria	23	0.000650365869565217	0.000531684	0.000475237925229353	
D015212	species	301585	Spiroplasma platyhelix	Bacteria	23	0.000499845130434783	0.00041981	0.00028443544493951	
D015212	species	309886	Deinococcus apachensis	Bacteria	23	0.000647330260869565	0.000688691	0.00033784787087483	
D015212	species	334736	Sporosarcina soli	Bacteria	23	0.000574717869565217	0.000463154	0.000482838096203847	
D015212	species	349931	Clostridium cavendishii	Bacteria	23	0.000967044913043478	0.000485369	0.00111819768978314	
D015212	species	430522	Pedobacter steynii	Bacteria	23	0.000773256869565217	0.000490547	0.00102213000786754	
D015212	species	437505	Granulosicoccus antarcticus	Bacteria	23	0.000792091782608696	0.00043259	0.00102868585328131	
D015212	species	470842	Streptomyces sp. YIM C513	Bacteria	23	0.000581734	0.000519173	0.000302479906929069	
D015212	species	472181	Pseudomonas sabulinigri	Bacteria	23	0.000535735826086957	0.000440696	0.000268898586358847	
D015212	species	512649	Vibrio azureus	Bacteria	23	0.000600154	0.000546977	0.000334526957893734	
D015212	species	520083	Lactobacillus sp. KLDS 1.0716	Bacteria	23	0.0474512724347826	0.00318847	0.11607780359721	
D015212	species	551990	Flavobacterium glycines	Bacteria	23	0.000516429565217391	0.000397972	0.000357846305136186	
D015212	species	882168	Paenibacillus sp. IHB B 2251	Bacteria	23	0.00115746565217391	0.000576661	0.00145274640292418	
D015212	species	994695	Candidatus Kinetoplastibacterium galatii	Bacteria	23	0.000465553913043478	0.000440696	0.000175531002986241	
D015212	species	1114172	Pseudoalteromonas sp. NBRC 107705	Bacteria	23	0.000418531652173913	0.000366079	0.000203445882442886	
D015212	species	1463889	Streptomyces sp. NRRL S-1824	Bacteria	23	0.00305772891304348	0.0021008	0.00223912534042071	
D015212	species	1524254	Pseudohongiella acticola	Bacteria	23	0.001333291	0.000429817	0.00362554653395468	
D015212	species	1661059	Pseudomonas sp. NBRC 111144	Bacteria	23	0.00372334886956522	0.000412761	0.0104980042788325	
D015212	species	1765967	Acidihalobacter ferrooxidans	Bacteria	23	0.000515605304347826	0.000406969	0.000286780892063077	
D015212	species	645	Aeromonas salmonicida	Bacteria	22	0.00151542163636364	0.0005199075	0.00179779572406374	
D015212	species	934	Thiomicrospira pelophila	Bacteria	22	0.000568418545454545	0.000442528	0.000289738700496011	
D015212	species	998	Flexibacter flexilis	Bacteria	22	0.000510102954545455	0.000421289	0.000276164169082963	
D015212	species	1063	Rhodobacter sphaeroides	Bacteria	22	0.000613003363636364	0.000476292	0.000433919026616119	
D015212	species	1391	Aneurinibacillus aneurinilyticus	Bacteria	22	0.000905060136363636	0.0003793755	0.00143319354120912	
D015212	species	1498	Hathewaya histolytica	Bacteria	22	0.000556596454545455	0.0004648645	0.000330457959410548	
D015212	species	1542	Clostridium novyi	Bacteria	22	0.00101388477272727	0.0004464855	0.00110099573864847	
D015212	species	1692	Bifidobacterium magnum	Bacteria	22	0.00719411263636364	0.001867415	0.0104768594652542	
D015212	species	1923	Streptomyces phaeochromogenes	Bacteria	22	0.000579247318181818	0.000579786	0.000252595341044655	
D015212	species	2137	Spiroplasma apis	Bacteria	22	0.00512286272727273	0.0014846655	0.00687500934406923	
D015212	species	2352	Flexistipes sinusarabici	Bacteria	22	0.00056783	0.000436643	0.000326266919212592	
D015212	species	28080	Campylobacter upsaliensis	Bacteria	22	0.000527637545454545	0.0004025375	0.000415178183326116	
D015212	species	28229	Colwellia psychrerythraea	Bacteria	22	0.000560522636363636	0.000451925	0.000314770656922441	
D015212	species	29346	[Clostridium] paradoxum	Bacteria	22	0.00306462790909091	0.000432947	0.00774528438935578	
D015212	species	33056	Candidatus Kinetoplastibacterium crithidii	Bacteria	22	0.000488077272727273	0.000442528	0.000223581275177119	
D015212	species	39791	Corynebacterium glucuronolyticum	Bacteria	22	0.00165196186363636	0.000610259	0.00320863216892161	
D015212	species	49185	Kineosporia aurantiaca	Bacteria	22	0.000593240227272727	0.0005418825	0.000307091833511292	
D015212	species	51367	Salinivibrio costicola	Bacteria	22	0.000716046318181818	0.000522432	0.000552781015748585	
D015212	species	52022	Meiothermus silvanus	Bacteria	22	0.000558701363636364	0.0005195075	0.000257053967516652	
D015212	species	56810	Psychrobacter glacincola	Bacteria	22	0.000709531318181818	0.0006127725	0.000438777870369223	
D015212	species	60137	Sulfitobacter pontiacus	Bacteria	22	0.000450141909090909	0.0004043625	0.00019426799743896	
D015212	species	60217	Shewanella violacea	Bacteria	22	0.000524037136363636	0.000441482	0.000280711035150841	
D015212	species	60478	Shewanella amazonensis	Bacteria	22	0.000980799272727273	0.00080589	0.000742462751265401	
D015212	species	70775	Pseudomonas plecoglossicida	Bacteria	22	0.00492103736363636	0.0007017905	0.00952708691347746	
D015212	species	73098	Kluyvera georgiana	Bacteria	22	0.00114568086363636	0.0004856755	0.00192913941773736	
D015212	species	80866	Delftia acidovorans	Bacteria	22	0.0123409900454545	0.00081973	0.0534485015042077	
D015212	species	92938	Fischerella muscicola	Bacteria	22	0.000410193818181818	0.0003131785	0.000238976103139571	
D015212	species	93063	Sphingomonas aquatilis	Bacteria	22	0.000477847318181818	0.000409865	0.000313037461629996	
D015212	species	112009	Ignatzschineria larvae	Bacteria	22	0.000696871863636364	0.0005404015	0.000677386129602698	
D015212	species	137584	Thalassomonas viridans	Bacteria	22	0.000602122727272727	0.0004379575	0.000352465145154495	
D015212	species	137658	Pseudomonas indica	Bacteria	22	0.000592884136363636	0.000441482	0.000441845665517173	
